AwayTeam,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Home_Percentile,Away_Percentile
Aachen,19.11764705882353,9.882352941176471,10.411764705882353,5.588235294117647,16.176470588235293,17.41176470588235,7.235294117647059,2.9411764705882355,1.6470588235294117,2.176470588235294,0.11764705882352941,0.23529411764705882,0.545751634,0.111111111
Augsburg,15.11111111111111,11.627450980392156,5.542483660130719,3.9411764705882355,13.450980392156863,15.183006535947712,5.30718954248366,4.111111111111111,1.5816993464052287,2.0718954248366015,0.09803921568627451,0.0784313725490196,0.5392156862679738,0.3641975308888889
Bayern Munich,10.27310924369748,15.420168067226891,3.542016806722689,6.235294117647059,15.235294117647058,13.655462184873949,3.5798319327731094,5.8655462184873945,1.7521008403361344,1.6596638655462186,0.08403361344537816,0.06302521008403361,0.5,1.0
Bielefeld,16.941176470588236,9.156862745098039,7.372549019607843,3.784313725490196,17.07843137254902,15.450980392156863,7.411764705882353,3.6470588235294117,1.4509803921568627,1.7254901960784315,0.0392156862745098,0.11764705882352941,0.5435729847450981,0.185185185
Bochum,17.41176470588235,11.411764705882353,6.426470588235294,4.397058823529412,15.970588235294118,18.544117647058822,6.632352941176471,4.367647058823529,1.5588235294117647,2.073529411764706,0.08823529411764706,0.1323529411764706,0.5473856209117647,0.19444444449999998
Braunschweig,17.529411764705884,10.058823529411764,6.764705882352941,2.6470588235294117,16.647058823529413,17.41176470588235,6.0,3.235294117647059,1.588235294117647,1.8823529411764706,0.058823529411764705,0.058823529411764705,0.5555555555294118,0.055555556
Cottbus,19.49019607843137,9.352941176470589,8.098039215686274,3.9411764705882355,17.03921568627451,20.92156862745098,6.882352941176471,2.980392156862745,1.392156862745098,2.4313725490196076,0.0196078431372549,0.09803921568627451,0.5533769062941176,0.07407407433333334
Darmstadt,16.941176470588236,10.029411764705882,5.823529411764706,3.0588235294117645,13.441176470588236,15.794117647058824,6.676470588235294,3.9705882352941178,1.7647058823529411,2.2941176470588234,0.08823529411764706,0.14705882352941177,0.5555555555294118,0.08333333350000001
Dortmund,12.466386554621849,13.529411764705882,4.592436974789916,5.340336134453781,14.235294117647058,14.210084033613445,4.798319327731092,4.773109243697479,1.7100840336134453,1.5168067226890756,0.08403361344537816,0.06302521008403361,0.5091036414747899,0.8611111107857143
Duisburg,16.41176470588235,11.411764705882353,6.0,3.4705882352941178,19.823529411764707,23.058823529411764,7.411764705882353,4.235294117647059,1.4705882352941178,3.0588235294117645,0.0,0.17647058823529413,0.5490196078235294,0.166666667
