AwayTeam,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Home_Percentile,Away_Percentile
Akhisar Belediyespor,13.088235294117647,8.352941176470589,4.823529411764706,3.5588235294117645,14.205882352941176,13.882352941176471,5.794117647058823,4.0,2.3823529411764706,2.6176470588235294,0.08823529411764706,0.14705882352941177,0.5457516339705882,0.4444444445
Alanyaspor,10.9,10.7,4.7,4.34,14.3,13.94,4.64,4.6,2.68,2.44,0.1,0.08,0.5211111111200001,0.63222222226
Ankaragucu,15.941176470588236,10.176470588235293,5.382352941176471,3.9411764705882355,13.264705882352942,15.588235294117647,5.882352941176471,3.764705882352941,2.1176470588235294,3.1470588235294117,0.08823529411764706,0.17647058823529413,0.5555555555294118,0.08333333350000001
Antalyaspor,13.72549019607843,9.745098039215685,5.313725490196078,3.7058823529411766,14.098039215686274,13.803921568627452,6.549019607843137,3.9411764705882355,2.0784313725490198,2.6862745098039214,0.11764705882352941,0.1568627450980392,0.5403050109019608,0.3333333333333333
Besiktas,10.666666666666666,11.490196078431373,4.235294117647059,4.921568627450981,15.058823529411764,13.392156862745098,4.490196078431373,6.078431372549019,2.4705882352941178,2.549019607843137,0.17647058823529413,0.19607843137254902,0.5032679738627451,0.9444444443333333
Bursaspor,10.411764705882353,9.058823529411764,4.264705882352941,3.2941176470588234,14.147058823529411,14.705882352941176,4.235294117647059,4.5588235294117645,2.0588235294117645,2.235294117647059,0.17647058823529413,0.11764705882352941,0.5310457516470589,0.38888888899999996
Buyuksehyr,11.627450980392156,11.666666666666666,4.0,4.96078431372549,13.529411764705882,13.03921568627451,4.627450980392157,4.588235294117647,2.2549019607843137,2.2745098039215685,0.09803921568627451,0.0784313725490196,0.5076252723333333,0.8888888886666667
Denizlispor,15.352941176470589,8.705882352941176,4.823529411764706,2.9411764705882355,14.705882352941176,13.647058823529411,5.176470588235294,3.7058823529411766,2.1176470588235294,2.2941176470588234,0.058823529411764705,0.17647058823529413,0.545751634,0.222222222
Erzurum BB,14.705882352941176,11.058823529411764,5.117647058823529,3.588235294117647,13.705882352941176,13.705882352941176,5.588235294117647,4.529411764705882,1.588235294117647,1.8823529411764706,0.11764705882352941,0.058823529411764705,0.542483660117647,0.222222222
Fenerbahce,10.666666666666666,12.117647058823529,3.784313725490196,4.627450980392157,14.27450980392157,13.803921568627452,4.313725490196078,5.0,2.549019607843137,2.411764705882353,0.13725490196078433,0.23529411764705882,0.5065359477254902,0.9074074073333334
Galatasaray,10.843137254901961,11.0,4.470588235294118,4.098039215686274,14.019607843137255,12.450980392156863,5.1568627450980395,4.7254901960784315,2.6862745098039214,2.588235294117647,0.23529411764705882,0.1568627450980392,0.502178649254902,0.9259259256666666
Gaziantep,13.764705882352942,10.764705882352942,5.411764705882353,4.0,13.647058823529411,14.058823529411764,5.588235294117647,4.588235294117647,2.1176470588235294,2.0588235294117645,0.17647058823529413,0.058823529411764705,0.5490196078235294,0.166666667
Genclerbirligi,12.0,9.470588235294118,5.470588235294118,3.9705882352941178,13.058823529411764,13.735294117647058,4.147058823529412,5.323529411764706,1.8823529411764706,2.676470588235294,0.058823529411764705,0.17647058823529413,0.5441176470588235,0.36111111100000004
Goztep,12.0,8.333333333333334,4.607843137254902,3.0392156862745097,14.07843137254902,13.0,5.098039215686274,4.0,2.1372549019607843,2.2745098039215685,0.0784313725490196,0.13725490196078433,0.5283224400980392,0.425925926
Karabukspor,12.411764705882353,7.411764705882353,6.882352941176471,3.2941176470588234,13.294117647058824,14.764705882352942,6.0,4.0588235294117645,2.0588235294117645,2.8823529411764706,0.0,0.11764705882352941,0.5555555555294118,0.055555556
Kasimpasa,14.196078431372548,10.627450980392156,5.647058823529412,3.9019607843137254,13.686274509803921,13.549019607843137,6.078431372549019,4.196078431372549,2.450980392156863,2.4313725490196076,0.17647058823529413,0.11764705882352941,0.5381263616470587,0.38888888899999996
Kayserispor,13.196078431372548,9.156862745098039,5.568627450980392,3.607843137254902,13.313725490196079,13.784313725490197,5.2745098039215685,4.0,1.9607843137254901,2.3529411764705883,0.09803921568627451,0.23529411764705882,0.5370370370392157,0.2962962963333333
Konyaspor,13.235294117647058,8.803921568627452,5.490196078431373,3.2941176470588234,13.647058823529411,12.941176470588236,5.568627450980392,3.764705882352941,2.156862745098039,2.607843137254902,0.13725490196078433,0.1568627450980392,0.5294117647058824,0.5185185183333334
Osmanlispor,10.352941176470589,8.882352941176471,5.352941176470588,4.176470588235294,14.823529411764707,13.176470588235293,5.411764705882353,3.9411764705882355,2.4705882352941178,2.588235294117647,0.17647058823529413,0.11764705882352941,0.5163398692941177,0.444444444
Rizespor,15.411764705882353,9.852941176470589,5.205882352941177,3.264705882352941,13.705882352941176,14.0,7.235294117647059,4.0,2.0,2.2941176470588234,0.20588235294117646,0.23529411764705882,0.5392156862647058,0.38888888899999996
Sivasspor,12.235294117647058,11.03921568627451,5.117647058823529,4.0,14.019607843137255,13.784313725490197,5.470588235294118,4.549019607843137,2.7450980392156863,2.4313725490196076,0.11764705882352941,0.13725490196078433,0.5217864923529412,0.6111111113333333
Trabzonspor,13.549019607843137,11.392156862745098,5.411764705882353,4.686274509803922,14.568627450980392,14.509803921568627,5.568627450980392,4.450980392156863,2.803921568627451,2.2745098039215685,0.13725490196078433,0.11764705882352941,0.5130718954117647,0.7777777779999999
Yeni Malatyaspor,12.549019607843137,8.745098039215685,4.862745098039215,3.627450980392157,14.745098039215685,14.411764705882353,5.7254901960784315,3.549019607843137,2.156862745098039,2.6666666666666665,0.19607843137254902,0.21568627450980393,0.5381263616666666,0.37037037033333337
