HomeTeam,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Home_Percentile,Away_Percentile
Aberdeen,10.247349823321555,7.657243816254417,4.501766784452297,3.547703180212014,11.939929328621908,12.886925795053003,6.003533568904594,3.9717314487632507,1.4346289752650176,1.9646643109540636,0.0989399293286219,0.14487632508833923,0.7653121319893993,0.5329799764487633
Celtic,16.02135231316726,5.7935943060498225,7.562277580071174,2.512455516014235,9.583629893238435,11.587188612099645,7.316725978647687,3.5587188612099645,0.9644128113879004,1.804270462633452,0.028469750889679714,0.1103202846975089,0.9943653618256229,0.5160142348718861
Dundee,8.991304347826087,9.617391304347827,3.965217391304348,4.408695652173913,10.321739130434782,11.756521739130434,5.252173913043478,6.2956521739130435,1.626086956521739,2.0869565217391304,0.09565217391304348,0.09565217391304348,0.31956521744347827,0.5666666666956521
Dundee United,10.181818181818182,8.5311004784689,4.923444976076555,4.105263157894737,11.488038277511961,11.961722488038278,6.368421052631579,5.157894736842105,1.4976076555023923,2.0717703349282295,0.11004784688995216,0.14354066985645933,0.6363636362727273,0.5494417862966507
Dunfermline,7.771929824561403,9.771929824561404,3.7017543859649122,4.7894736842105265,12.385964912280702,12.087719298245615,5.4035087719298245,6.035087719298246,1.5964912280701755,1.4385964912280702,0.10526315789473684,0.08771929824561403,0.13888888866666668,0.5555555555438597
Falkirk,10.260416666666666,9.145833333333334,4.895833333333333,4.302083333333333,13.145833333333334,14.083333333333334,5.135416666666667,5.072916666666667,1.4895833333333333,1.90625,0.11458333333333333,0.10416666666666667,0.28559027784374996,0.5312499999895833
Gretna,8.333333333333334,11.555555555555555,3.388888888888889,6.055555555555555,13.222222222222221,10.277777777777779,3.8333333333333335,6.277777777777778,1.8333333333333333,1.4444444444444444,0.05555555555555555,0.1111111111111111,0.083333333,0.5787037037222222
Hamilton,8.654761904761905,9.833333333333334,3.732142857142857,4.244047619047619,12.994047619047619,11.869047619047619,4.773809523809524,5.428571428571429,1.9345238095238095,1.6011904761904763,0.15476190476190477,0.11904761904761904,0.20585317445833332,0.5550595238214285
Hearts,11.662835249042146,8.973180076628353,5.252873563218391,3.950191570881226,13.375478927203066,13.471264367816092,6.019157088122605,4.498084291187739,1.6091954022988506,2.1685823754789273,0.09578544061302682,0.1417624521072797,0.7116858235593869,0.5383141762643678
Hibernian,11.12888888888889,8.96888888888889,5.226666666666667,4.337777777777778,12.702222222222222,12.964444444444444,5.475555555555555,4.844444444444444,1.7022222222222223,1.8666666666666667,0.09333333333333334,0.13777777777777778,0.6207407408311111,0.54148148148
Inverness C,10.08173076923077,8.76923076923077,4.836538461538462,3.9759615384615383,12.29326923076923,12.346153846153847,4.951923076923077,4.908653846153846,1.4182692307692308,1.5288461538461537,0.11057692307692307,0.0625,0.5008012819615385,0.5388621794999999
Kilmarnock,9.885714285714286,9.710714285714285,4.542857142857143,4.567857142857143,11.82857142857143,12.675,5.0928571428571425,5.364285714285714,1.5178571428571428,1.8607142857142858,0.09642857142857143,0.125,0.3345238093607143,0.5523809523750001
Livingston,8.442307692307692,8.923076923076923,3.7115384615384617,4.019230769230769,13.788461538461538,11.26923076923077,4.903846153846154,5.076923076923077,1.8461538461538463,1.1923076923076923,0.07692307692307693,0.038461538461538464,0.24198717915384618,0.5464743590000001
Motherwell,10.430604982206406,10.633451957295375,4.882562277580071,4.935943060498221,12.124555160142348,12.217081850533807,5.5836298932384345,4.6761565836298935,1.4270462633451957,1.7793594306049823,0.09252669039145907,0.099644128113879,0.49851720054804266,0.5376631079466193
Partick,9.65625,10.208333333333334,4.260416666666667,4.333333333333333,10.739583333333334,9.770833333333334,5.5,4.53125,1.7291666666666667,1.375,0.08333333333333333,0.041666666666666664,0.4001736113125,0.5381944444375
Rangers,15.67156862745098,7.367647058823529,7.666666666666667,3.303921568627451,11.318627450980392,13.176470588235293,7.7254901960784315,3.3333333333333335,1.2549019607843137,2.156862745098039,0.0784313725490196,0.17647058823529413,0.9244281048774511,0.5314542483333333
Ross County,10.078740157480315,10.84251968503937,4.354330708661418,4.677165354330708,11.803149606299213,12.118110236220472,4.811023622047244,5.960629921259843,1.8031496062992125,1.6377952755905512,0.06299212598425197,0.07874015748031496,0.37532808407874013,0.5544619422440944
St Johnstone,9.585365853658537,9.551219512195122,4.331707317073171,4.209756097560976,10.897560975609757,12.492682926829268,5.4487804878048784,4.619512195121951,1.5463414634146342,1.7853658536585366,0.07804878048780488,0.17073170731707318,0.48577235778048783,0.5560975609756098
St Mirren,9.434146341463414,10.195121951219512,4.048780487804878,4.590243902439024,11.039024390243902,13.121951219512194,5.678048780487805,5.351219512195122,1.4097560975609755,1.7658536585365854,0.07317073170731707,0.14146341463414633,0.18821138217560973,0.5410569105414634
