HomeTeam,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Home_Percentile,Away_Percentile
Akhisar Belediyespor,10.676470588235293,10.588235294117647,4.323529411764706,4.117647058823529,14.852941176470589,14.470588235294118,4.5,3.911764705882353,2.2058823529411766,2.411764705882353,0.14705882352941177,0.11764705882352941,0.22222222249999998,0.5326797385588236
Alanyaspor,14.254901960784315,8.333333333333334,6.0588235294117645,3.3333333333333335,14.450980392156863,14.647058823529411,5.784313725490196,4.215686274509804,2.2745098039215685,2.627450980392157,0.17647058823529413,0.11764705882352941,0.648148148,0.521786492372549
Ankaragucu,11.323529411764707,13.588235294117647,3.6176470588235294,4.970588235294118,15.764705882352942,12.941176470588236,4.117647058823529,5.705882352941177,2.5,2.323529411764706,0.14705882352941177,0.17647058823529413,0.055555556,0.5539215686176471
Antalyaspor,11.235294117647058,10.470588235294118,4.607843137254902,3.823529411764706,14.313725490196079,14.019607843137255,5.411764705882353,4.235294117647059,2.3529411764705883,2.2549019607843137,0.1568627450980392,0.17647058823529413,0.31481481466666666,0.5392156862745098
Besiktas,14.705882352941176,9.176470588235293,6.176470588235294,3.803921568627451,14.588235294117647,14.549019607843137,6.784313725490196,3.9411764705882355,2.6862745098039214,2.8627450980392157,0.09803921568627451,0.19607843137254902,0.9444444443333333,0.5032679738627451
Bursaspor,11.151515151515152,7.393939393939394,3.6363636363636362,3.212121212121212,14.545454545454545,14.424242424242424,5.757575757575758,3.9393939393939394,2.121212121212121,2.3636363636363638,0.030303030303030304,0.06060606060606061,0.4713804711515151,0.537037037030303
Buyuksehyr,13.156862745098039,10.411764705882353,5.294117647058823,3.5098039215686274,13.07843137254902,12.235294117647058,5.588235294117647,3.784313725490196,1.9019607843137254,1.9215686274509804,0.0784313725490196,0.0196078431372549,0.8703703703333333,0.5065359477254902
Denizlispor,12.352941176470589,11.588235294117647,4.117647058823529,4.352941176470588,12.823529411764707,15.0,5.764705882352941,4.705882352941177,1.9411764705882353,2.0588235294117645,0.0,0.11764705882352941,0.222222222,0.5457516339999999
Erzurum BB,14.470588235294118,10.176470588235293,4.352941176470588,3.5294117647058822,12.176470588235293,11.588235294117647,6.9411764705882355,4.529411764705882,2.0588235294117645,2.5294117647058822,0.058823529411764705,0.058823529411764705,0.277777778,0.545751634
Fenerbahce,14.294117647058824,8.941176470588236,5.313725490196078,3.9607843137254903,14.27450980392157,15.098039215686274,5.901960784313726,3.823529411764706,2.4705882352941178,3.196078431372549,0.21568627450980393,0.27450980392156865,0.8888888886666667,0.5054466230980392
Galatasaray,13.843137254901961,9.098039215686274,6.03921568627451,3.156862745098039,13.745098039215685,13.745098039215685,5.784313725490196,4.078431372549019,2.196078431372549,2.980392156862745,0.13725490196078433,0.13725490196078433,0.9629629626666667,0.5043572984901961
Gaziantep,12.294117647058824,10.470588235294118,3.764705882352941,4.176470588235294,14.294117647058824,14.0,5.647058823529412,5.117647058823529,2.764705882352941,3.4705882352941178,0.17647058823529413,0.5294117647058824,0.166666667,0.5490196078235294
Genclerbirligi,10.941176470588236,9.823529411764707,4.735294117647059,4.0588235294117645,15.235294117647058,14.205882352941176,4.852941176470588,4.352941176470588,2.7058823529411766,2.0294117647058822,0.17647058823529413,0.08823529411764706,0.25,0.5375816993529412
Goztep,12.098039215686274,9.686274509803921,5.098039215686274,3.6470588235294117,12.96078431372549,13.647058823529411,5.568627450980392,3.8627450980392157,2.3333333333333335,2.843137254901961,0.17647058823529413,0.21568627450980393,0.5185185183333334,0.5337690631764705
Karabukspor,8.352941176470589,8.588235294117647,3.5294117647058822,4.9411764705882355,15.823529411764707,13.941176470588236,4.9411764705882355,4.411764705882353,3.0,2.1176470588235294,0.11764705882352941,0.058823529411764705,0.055555556,0.5555555555294118
Kasimpasa,13.117647058823529,11.803921568627452,5.352941176470588,4.8431372549019605,14.156862745098039,13.333333333333334,5.529411764705882,4.921568627450981,2.3529411764705883,2.0784313725490198,0.09803921568627451,0.058823529411764705,0.35185185199999996,0.5359477124117646
Kayserispor,11.941176470588236,11.509803921568627,4.7254901960784315,4.431372549019608,13.823529411764707,12.019607843137255,4.823529411764706,5.176470588235294,2.627450980392157,2.3529411764705883,0.23529411764705882,0.21568627450980393,0.37037037033333337,0.5413943355098039
Konyaspor,11.156862745098039,9.627450980392156,4.117647058823529,3.3137254901960786,12.313725490196079,12.117647058823529,4.921568627450981,4.588235294117647,2.2549019607843137,2.0784313725490198,0.13725490196078433,0.19607843137254902,0.5,0.5283224400980392
Osmanlispor,10.117647058823529,8.235294117647058,4.823529411764706,4.235294117647059,14.529411764705882,14.823529411764707,4.117647058823529,5.705882352941177,1.8235294117647058,2.0588235294117645,0.0,0.058823529411764705,0.722222222,0.5326797385882353
Rizespor,13.529411764705882,13.176470588235293,5.0,4.088235294117647,15.176470588235293,13.264705882352942,4.352941176470588,4.470588235294118,2.2058823529411766,1.8529411764705883,0.11764705882352941,0.08823529411764706,0.3333333335,0.5359477124117646
Sivasspor,12.92156862745098,9.705882352941176,5.0588235294117645,4.019607843137255,14.431372549019608,13.607843137254902,5.490196078431373,4.2745098039215685,1.9803921568627452,2.764705882352941,0.09803921568627451,0.13725490196078433,0.6296296299999999,0.5228758169803922
Trabzonspor,14.941176470588236,10.372549019607844,6.03921568627451,4.333333333333333,13.450980392156863,14.411764705882353,5.078431372549019,4.294117647058823,2.2745098039215685,2.7450980392156863,0.09803921568627451,0.17647058823529413,0.7777777779999999,0.5130718954117647
Yeni Malatyaspor,10.882352941176471,9.764705882352942,4.196078431372549,3.9215686274509802,13.137254901960784,14.72549019607843,4.509803921568627,4.529411764705882,2.1372549019607843,2.4313725490196076,0.1568627450980392,0.21568627450980393,0.3518518516666667,0.5370370370392157
